GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,AUQ8E001,AUQ8E002,AUQ8E003,AUQ8E004,AUQ8E005,AUQ8E006,AUQ8E007,AUQ8E008,AUQ8E009,AUQ8E010,AUQ8E011,AUQ8E012,AUQ8E013,AUQ8E014,AUQ8E015,AUQ8E016,AUQ8E017,AUQ8E018,AUQ8E019,AUQ8E020,AUQ8E021,AUQ8E022,AUQ8E023,AUQ8E024,AUQ8E025,AURUE001,NAME_M,AUO6M001,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010,AUQ8M001,AUQ8M002,AUQ8M003,AUQ8M004,AUQ8M005,AUQ8M006,AUQ8M007,AUQ8M008,AUQ8M009,AUQ8M010,AUQ8M011,AUQ8M012,AUQ8M013,AUQ8M014,AUQ8M015,AUQ8M016,AUQ8M017,AUQ8M018,AUQ8M019,AUQ8M020,AUQ8M021,AUQ8M022,AUQ8M023,AUQ8M024,AUQ8M025,AURUM001
"G1300490","2020-2024","GA",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13049",,,"13049","Charlton County, Georgia",12818,12818,7088,3183,45,135,0,167,2200,1711,489,8262,322,0,0,0,0,30,0,0,0,214,150,185,258,301,69,2137,989,805,1203,583,738,171,102,5,61276,"Charlton County, Georgia",-555555555,-555555555,107,137,40,20,23,186,267,208,167,319,155,23,23,23,23,57,23,23,23,163,84,110,143,102,40,351,237,251,321,133,234,93,81,9,14832
"G1300510","2020-2024","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13051",,,"13051","Chatham County, Georgia",300879,300879,141221,117105,984,9384,396,10540,21249,9787,11462,207006,3258,12,83,105,85,116,85,282,878,292,1251,2129,3137,2867,3746,39792,9673,12453,32707,16027,45835,22937,5432,3824,71097,"Chatham County, Georgia",-555555555,-555555555,983,1520,425,607,90,1616,1893,1276,1351,128,654,12,78,94,77,82,76,151,405,128,366,433,599,479,605,1663,846,969,1808,1109,1585,1589,787,487,1907
"G1300530","2020-2024","GA",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13053",,,"13053","Chattahoochee County, Georgia",8887,8887,5169,1837,128,311,30,440,972,520,452,4234,14,0,0,0,0,0,0,0,0,0,6,30,6,55,36,901,150,387,934,461,850,290,42,72,61042,"Chattahoochee County, Georgia",-555555555,-555555555,193,139,78,64,36,178,184,153,170,266,16,20,20,20,20,20,20,20,20,20,9,31,10,44,27,199,62,139,212,141,223,88,41,68,5340
"G1300550","2020-2024","GA",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13055",,,"13055","Chattooga County, Georgia",25036,25036,20464,2241,423,95,5,264,1544,827,717,17623,352,11,4,0,79,9,45,37,262,264,483,568,1002,792,419,4322,1817,1015,2677,1355,1173,760,134,43,50285,"Chattooga County, Georgia",-555555555,-555555555,189,110,206,55,10,122,255,224,124,103,128,20,5,27,67,18,37,39,148,177,203,200,227,218,120,432,258,258,334,258,262,183,72,30,2880
"G1300570","2020-2024","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13057",,,"13057","Cherokee County, Georgia",281032,281032,214752,20268,3234,6682,79,11210,24807,16210,8597,193718,3445,74,0,100,120,307,47,163,1234,197,813,1526,1459,2323,2810,35533,7140,13289,27021,16405,54587,18972,3831,2322,108115,"Cherokee County, Georgia",-555555555,-555555555,1754,828,981,463,66,1728,1917,1741,1007,86,742,54,34,95,104,229,42,120,480,152,270,368,377,605,726,1524,1152,1195,1500,1328,1917,1244,603,444,2344
"G1300590","2020-2024","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13059",,,"13059","Clarke County, Georgia",129609,129609,73767,33281,664,5451,20,4611,11815,7301,4514,74614,1631,47,43,0,45,142,62,65,1068,101,313,764,812,1229,1387,11905,2572,4151,8090,4822,17254,11237,2160,4714,53625,"Clarke County, Georgia",-555555555,-555555555,1182,711,418,285,36,996,1332,1038,803,-555555555,464,50,57,34,72,130,65,80,407,102,139,297,362,383,339,833,430,606,792,554,1024,867,417,476,2435
"G1300610","2020-2024","GA",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13061",,,"13061","Clay County, Georgia",2850,2850,1063,1725,1,0,0,0,61,11,50,1977,17,0,0,0,0,0,0,0,1,15,47,32,11,143,6,568,45,94,371,164,209,191,53,10,49147,"Clay County, Georgia",-555555555,-555555555,154,162,2,14,14,14,46,18,42,141,26,14,14,14,14,14,14,14,3,18,42,37,14,75,10,171,43,45,120,102,114,109,48,12,6954
"G1300630","2020-2024","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13063",,,"13063","Clayton County, Georgia",298924,298924,28917,207482,1345,14751,189,21755,24485,15052,9433,189995,6116,58,141,24,82,167,272,967,1650,536,1967,2050,3172,4435,5982,52649,8224,12745,28269,17679,28444,11442,1545,1379,59806,"Clayton County, Georgia",-555555555,-555555555,1511,2054,657,292,156,2553,2147,1945,1531,42,857,64,148,30,94,139,172,764,527,226,497,525,733,711,782,2454,943,1312,1746,1523,1823,1152,388,477,1877
"G1300650","2020-2024","GA",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13065",,,"13065","Clinch County, Georgia",6759,6759,4376,1734,125,20,0,241,263,164,99,4606,219,0,0,0,0,0,44,0,9,127,82,140,244,75,64,1921,364,183,426,291,254,120,34,9,45847,"Clinch County, Georgia",-555555555,-555555555,177,152,100,30,20,213,188,163,99,183,244,20,20,20,20,20,61,20,14,125,79,87,163,58,55,381,198,135,183,120,94,75,33,14,11463
"G1300670","2020-2024","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13067",,,"13067","Cobb County, Georgia",775208,775208,379724,207116,3827,42571,396,60692,80882,48239,32643,529840,7556,139,39,272,436,697,600,1135,4728,857,3580,3531,3735,4013,5947,81654,12518,23212,68005,38199,168256,74139,15919,10673,102738,"Cobb County, Georgia",-555555555,-555555555,2881,2096,989,894,219,3453,3442,2797,2110,68,1086,77,36,245,338,316,220,442,866,348,575,816,637,611,723,2900,1129,1358,2757,1860,3222,2239,1003,1084,1561
"G1300690","2020-2024","GA",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13069",,,"13069","Coffee County, Georgia",43347,43347,25735,12170,160,319,4,1218,3741,3012,729,28768,695,0,0,8,268,47,116,157,245,178,459,791,1185,904,569,8200,2753,1250,4597,2346,2203,1169,501,127,50683,"Coffee County, Georgia",-555555555,-555555555,611,210,100,103,7,465,721,685,235,356,318,30,30,14,186,39,108,148,122,123,204,230,286,287,229,644,554,273,623,387,427,283,184,82,4084
"G1300710","2020-2024","GA",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13071",,,"13071","Colquitt County, Georgia",46224,46224,25636,10546,662,421,0,5751,3208,2188,1020,30193,889,5,0,17,69,105,149,37,577,91,319,1220,630,683,1051,10040,1501,1886,3594,2639,2452,1576,498,165,49341,"Colquitt County, Georgia",-555555555,-555555555,319,202,341,79,30,706,641,514,288,146,252,9,30,23,75,71,133,35,213,73,136,320,176,208,326,592,268,384,446,381,326,330,186,69,4778
"G1300730","2020-2024","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13073",,,"13073","Columbia County, Georgia",162434,162434,106632,30909,434,7859,60,5504,11036,4067,6969,109322,1343,0,137,0,20,80,8,0,475,174,479,626,910,1966,1988,19674,4243,7091,14583,13478,23696,12222,3638,2491,95592,"Columbia County, Georgia",-555555555,-555555555,1044,898,251,521,95,1017,1225,834,909,147,366,34,136,34,32,120,19,34,264,169,211,219,332,698,479,1557,559,844,1287,1060,1267,987,594,500,3151
"G1300750","2020-2024","GA",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13075",,,"13075","Cook County, Georgia",17532,17532,11194,4839,63,72,0,293,1071,721,350,11496,351,0,0,0,45,0,15,0,134,51,120,313,315,433,104,3401,747,774,1311,1329,1217,621,110,105,53651,"Cook County, Georgia",-555555555,-555555555,393,283,115,74,23,286,437,422,151,270,153,23,23,23,52,23,32,23,98,38,87,173,137,174,71,413,188,197,314,279,239,169,76,85,6406
"G1300770","2020-2024","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13077",,,"13077","Coweta County, Georgia",152852,152852,106346,28158,535,3204,3,4211,10395,4762,5633,105229,984,14,0,57,65,7,10,271,452,68,508,1133,1581,1590,1626,22289,4714,7459,13760,10525,23816,9875,2636,1789,95548,"Coweta County, Georgia",-555555555,-555555555,1015,880,394,366,5,1006,1262,894,948,117,265,23,34,86,74,12,17,189,264,50,204,342,347,387,407,1176,684,672,1280,1034,1234,773,564,461,2278
"G1300790","2020-2024","GA",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13079",,,"13079","Crawford County, Georgia",12225,12225,8858,2572,79,34,0,157,525,271,254,8603,283,8,0,0,0,0,0,16,4,42,23,432,194,104,180,2770,895,587,1055,760,671,462,19,98,67116,"Crawford County, Georgia",-555555555,-555555555,103,139,53,50,23,118,191,137,142,231,164,16,23,23,23,23,23,30,6,48,31,239,117,65,77,409,214,226,240,201,213,192,23,72,7977
"G1300810","2020-2024","GA",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13081",,,"13081","Crisp County, Georgia",19790,19790,9838,8954,11,99,0,285,603,72,531,13454,188,0,0,0,0,0,33,0,240,42,95,116,549,620,293,4524,678,929,1782,1303,1325,448,193,96,45105,"Crisp County, Georgia",-555555555,-555555555,163,232,14,71,23,249,214,91,195,144,98,23,23,23,23,23,50,23,177,41,96,82,187,232,163,476,240,244,381,278,320,145,124,79,3085
"G1300830","2020-2024","GA",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13083",,,"13083","Dade County, Georgia",16165,16165,14866,181,5,196,0,56,861,415,446,11363,128,0,0,0,0,0,0,55,25,80,83,148,243,212,325,3411,822,871,1712,1152,1496,475,105,20,64568,"Dade County, Georgia",-555555555,-555555555,115,114,7,27,23,64,157,137,129,128,66,23,23,23,23,23,23,69,21,93,54,118,95,93,134,442,207,250,324,262,305,144,71,20,5718
"G1300850","2020-2024","GA",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13085",,,"13085","Dawson County, Georgia",30242,30242,26074,588,9,382,0,716,2473,1763,710,21652,442,0,0,0,0,0,0,43,35,38,61,360,303,486,399,4389,1215,1283,3163,1546,4960,1923,818,188,92991,"Dawson County, Georgia",-555555555,-555555555,359,119,12,85,30,388,565,533,169,164,213,30,30,30,30,30,30,66,51,46,56,183,153,218,189,573,307,279,530,324,568,379,228,99,6574
"G1300870","2020-2024","GA",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13087",,,"13087","Decatur County, Georgia",29195,29195,14368,12291,575,210,0,783,968,441,527,19522,343,0,0,0,0,35,93,0,84,88,348,365,656,572,614,5194,1335,1102,2952,2784,1754,872,270,61,53317,"Decatur County, Georgia",-555555555,-555555555,164,243,393,27,27,309,374,288,257,169,169,27,27,27,27,33,71,27,52,68,196,161,226,216,286,458,327,311,406,416,416,276,139,67,4692
"G1300890","2020-2024","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13089",,,"13089","DeKalb County, Georgia",765351,765351,221151,388444,3647,47355,541,32569,71644,42550,29094,526378,11260,63,178,121,511,1155,643,1348,5290,959,2539,4045,5148,5232,9971,89667,13690,27380,57356,40171,138837,74389,20529,15896,80644,"DeKalb County, Georgia",-555555555,-555555555,1798,2389,887,887,172,3389,4087,3457,2515,120,1034,39,131,116,194,330,255,392,868,292,515,658,799,772,1156,3302,925,1605,2305,1792,3400,2317,1391,970,1859
"G1300910","2020-2024","GA",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13091",,,"13091","Dodge County, Georgia",19805,19805,12758,6133,72,9,0,247,586,333,253,14469,187,0,0,0,40,22,22,20,59,146,50,318,400,759,253,4030,1391,1165,2271,847,1434,594,398,63,51587,"Dodge County, Georgia",-555555555,-555555555,112,131,71,23,23,137,182,155,119,135,95,23,23,23,60,31,24,22,56,74,32,155,187,252,113,362,293,281,388,234,266,192,146,56,4418
"G1300930","2020-2024","GA",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13093",,,"13093","Dooly County, Georgia",10984,10984,4548,5179,102,0,0,371,784,494,290,8584,61,18,0,0,28,20,86,42,1,56,81,220,358,273,118,2517,695,596,1259,883,845,338,41,48,60987,"Dooly County, Georgia",-555555555,-555555555,118,159,96,23,23,133,179,146,160,163,49,27,23,23,30,29,68,44,8,49,47,86,138,125,100,276,155,162,316,253,201,141,34,51,7768
"G1300950","2020-2024","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13095",,,"13095","Dougherty County, Georgia",83091,83091,19277,58613,178,592,0,1674,2757,806,1951,54415,822,21,21,36,89,99,78,81,184,272,596,1464,1466,1208,1199,14441,2934,3533,8437,5053,6283,3908,1089,1101,49044,"Dougherty County, Georgia",-555555555,-555555555,187,484,141,137,34,318,522,307,457,138,245,26,25,48,67,101,67,70,85,107,176,322,295,229,306,836,451,505,738,543,629,543,257,364,1712
"G1300970","2020-2024","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13097",,,"13097","Douglas County, Georgia",147888,147888,48708,74289,548,2627,133,8508,13075,7534,5541,96624,1591,25,55,11,54,9,102,34,244,185,756,935,996,1016,2345,24539,4139,5723,15377,8683,18124,9427,1363,891,82984,"Douglas County, Georgia",-555555555,-555555555,1053,1180,315,235,144,1790,1797,1339,1123,92,387,37,60,19,73,18,71,45,144,106,346,365,347,313,542,1591,538,696,1013,972,1391,1036,355,271,3540
"G1300990","2020-2024","GA",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13099",,,"13099","Early County, Georgia",10603,10603,4357,5652,4,45,5,43,497,232,265,7060,44,0,0,0,0,43,0,5,96,27,91,100,235,377,165,2323,337,557,994,625,599,258,140,44,54083,"Early County, Georgia",-555555555,-555555555,233,148,9,59,9,69,265,236,100,136,31,23,23,23,23,41,23,9,72,22,62,64,92,152,88,258,120,158,203,169,143,104,78,29,8746
"G1301010","2020-2024","GA",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13101",,,"13101","Echols County, Georgia",3709,3709,2363,232,4,294,0,299,517,423,94,2194,156,0,0,0,0,0,0,0,11,0,21,39,110,25,20,741,180,100,307,139,214,108,18,5,59489,"Echols County, Georgia",-555555555,-555555555,256,113,6,127,14,208,251,221,106,190,87,14,14,14,14,14,14,14,16,14,22,34,70,22,17,133,77,52,110,58,108,45,21,7,12940
"G1301030","2020-2024","GA",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13103",,,"13103","Effingham County, Georgia",69143,69143,51883,9995,118,681,95,1772,4599,1939,2660,45665,397,0,10,0,0,14,0,11,91,105,281,663,762,1044,916,12592,2254,3595,5933,4595,8666,2838,448,450,88438,"Effingham County, Georgia",-555555555,-555555555,789,397,63,178,128,535,824,677,537,111,155,34,17,34,34,22,34,19,65,85,151,215,269,337,236,944,393,528,692,470,785,509,174,189,4983
"G1301050","2020-2024","GA",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13105",,,"13105","Elbert County, Georgia",19849,19849,12568,4430,91,261,0,463,2036,968,1068,14154,206,12,1,0,34,15,0,34,9,45,175,265,232,596,380,3996,1225,932,2679,1014,1446,518,279,61,58450,"Elbert County, Georgia",-555555555,-555555555,186,561,99,14,23,240,636,421,447,145,96,19,8,23,52,23,23,52,20,53,88,119,113,255,245,444,357,241,431,213,320,153,168,45,5901
"G1301070","2020-2024","GA",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13107",,,"13107","Emanuel County, Georgia",23026,23026,13461,7339,10,199,0,423,1594,589,1005,15361,283,0,0,0,46,27,61,43,38,67,341,380,560,958,309,4056,1908,968,2141,1106,1285,510,161,113,52772,"Emanuel County, Georgia",-555555555,-555555555,230,329,16,11,27,223,347,195,298,75,101,27,27,27,36,41,72,33,31,43,128,127,196,241,133,428,334,205,411,255,312,121,71,58,4751
"G1301090","2020-2024","GA",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13109",,,"13109","Evans County, Georgia",10757,10757,5948,3033,20,109,0,408,1239,839,400,7072,108,0,0,0,0,41,3,13,57,61,194,239,209,198,137,2179,616,516,883,594,656,309,46,13,53259,"Evans County, Georgia",-555555555,-555555555,48,173,29,23,23,338,402,358,177,192,60,23,23,23,23,64,5,21,90,51,126,124,103,105,82,285,191,204,192,132,148,109,40,20,5328
"G1301110","2020-2024","GA",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13111",,,"13111","Fannin County, Georgia",25742,25742,24004,92,36,194,0,262,1154,502,652,20072,253,0,0,0,0,4,3,0,157,47,393,354,483,317,277,5811,1189,1184,3017,1734,2882,1229,336,402,57073,"Fannin County, Georgia",-555555555,-555555555,260,74,32,42,27,205,229,216,94,218,161,27,27,27,27,9,6,27,105,44,149,210,327,142,144,584,285,249,437,371,503,327,137,182,5492
"G1301130","2020-2024","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13113",,,"13113","Fayette County, Georgia",122244,122244,69352,31267,235,6085,100,5667,9538,5103,4435,84438,955,71,0,18,88,55,9,108,431,66,299,359,436,610,821,14189,1846,4362,10576,7004,26208,12020,2267,1640,111978,"Fayette County, Georgia",-555555555,-555555555,1051,738,130,349,130,1367,1106,716,804,94,287,75,34,22,112,68,26,94,178,54,142,173,151,227,221,959,355,446,994,725,1201,923,389,323,4052
"G1301150","2020-2024","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13115",,,"13115","Floyd County, Georgia",99693,99693,70982,13764,784,1463,111,4524,8065,4539,3526,66421,1277,24,40,17,203,244,80,220,553,312,953,1781,1329,1565,1582,15794,3712,4180,10247,5105,9985,4699,1634,885,65565,"Floyd County, Georgia",-555555555,-555555555,645,640,587,145,102,670,968,861,633,112,387,28,40,18,155,118,75,150,184,130,278,413,312,277,394,1053,411,499,893,626,835,560,348,217,3312
"G1301170","2020-2024","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13117",,,"13117","Forsyth County, Georgia",267287,267287,169658,11421,806,52530,24,6694,26154,17250,8904,177353,1809,18,56,41,107,283,68,231,705,208,724,925,984,1326,2388,22418,3991,8028,19388,12340,61824,32105,4438,2948,143784,"Forsyth County, Georgia",-555555555,-555555555,1232,547,445,655,24,1165,1826,1432,945,215,440,52,50,69,87,198,92,123,234,211,243,262,279,291,501,1328,606,820,1200,1057,1943,1403,600,491,2813
"G1301190","2020-2024","GA",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13119",,,"13119","Franklin County, Georgia",24234,24234,19770,2134,48,429,6,433,1414,810,604,16519,353,0,1,0,0,14,0,273,100,7,89,335,544,642,437,4190,1376,1102,2464,1658,1661,800,319,154,53046,"Franklin County, Georgia",-555555555,-555555555,136,217,65,74,12,196,293,208,224,149,148,27,8,27,27,17,27,168,87,17,42,123,176,212,130,425,322,194,348,294,301,198,129,74,4536
"G1301210","2020-2024","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13121",,,"13121","Fulton County, Georgia",1076561,1076561,410923,458298,2748,84228,226,36611,83527,43465,40062,747549,8955,191,280,555,163,511,484,693,1744,846,2318,3394,6407,9157,10571,97868,15728,29839,75940,44658,253322,130204,34622,19099,95292,"Fulton County, Georgia",-555555555,-555555555,2490,2545,694,1177,129,3552,3842,2943,2460,186,1008,192,178,566,137,271,308,254,377,255,445,606,859,1209,1239,3618,1214,1749,3262,2335,4094,3098,1586,1343,1748
"G1301230","2020-2024","GA",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13123",,,"13123","Gilmer County, Georgia",32426,32426,27690,90,421,173,0,1233,2819,1286,1533,24384,1061,0,0,27,28,5,0,42,82,58,161,333,583,407,338,6342,1816,1819,2773,2447,3877,1638,377,170,74499,"Gilmer County, Georgia",-555555555,-555555555,277,51,329,66,30,384,454,343,371,113,264,30,30,47,45,7,30,42,84,57,150,150,340,152,135,558,289,330,347,435,539,374,96,71,5480
"G1301250","2020-2024","GA",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13125",,,"13125","Glascock County, Georgia",2932,2932,2537,211,0,0,0,0,184,93,91,2048,31,0,0,0,0,0,0,0,26,29,31,25,132,113,6,520,163,130,282,211,246,67,14,22,54934,"Glascock County, Georgia",-555555555,-555555555,14,110,14,14,14,14,110,110,90,132,22,14,14,14,14,14,14,14,25,33,42,24,113,68,9,137,57,64,86,80,77,45,17,25,6267
"G1301270","2020-2024","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13127",,,"13127","Glynn County, Georgia",85447,85447,54821,20747,266,1106,3,2767,5737,2472,3265,61129,1177,53,0,0,49,54,19,53,276,94,400,752,739,1121,1324,13518,3622,3763,8327,5956,12064,5009,1762,997,69799,"Glynn County, Georgia",-555555555,-555555555,649,755,147,242,16,692,1033,647,727,121,460,77,34,34,67,45,25,65,169,92,248,266,241,299,365,961,618,477,849,708,842,591,339,291,3187
"G1301290","2020-2024","GA",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13129",,,"13129","Gordon County, Georgia",59100,59100,46004,2186,758,632,35,3521,5964,3678,2286,40360,1281,0,49,30,79,342,12,32,542,200,672,882,1745,1213,729,10808,3195,2097,5685,3174,4308,2291,738,256,63650,"Gordon County, Georgia",-555555555,-555555555,459,336,487,269,50,822,937,781,567,239,314,34,78,76,85,228,21,57,254,143,280,298,439,342,200,1027,518,323,662,532,562,505,230,137,2284
"G1301310","2020-2024","GA",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13131",,,"13131","Grady County, Georgia",26108,26108,15121,7545,102,51,0,2265,1024,600,424,17678,370,10,0,0,75,62,28,127,152,174,332,343,760,650,363,5327,838,1241,2290,1633,1696,677,304,226,58980,"Grady County, Georgia",-555555555,-555555555,451,121,90,78,27,517,376,330,139,143,137,16,27,27,96,54,34,114,73,105,165,148,211,196,165,531,209,242,381,297,301,190,129,173,7098
"G1301330","2020-2024","GA",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13133",,,"13133","Greene County, Georgia",20109,20109,11931,5983,114,250,0,713,1118,804,314,15398,269,0,0,0,0,6,0,55,12,17,59,417,255,222,483,3727,401,650,1821,1184,3671,1468,442,239,86272,"Greene County, Georgia",-555555555,-555555555,100,198,154,22,27,425,409,387,158,228,122,27,27,27,27,13,27,79,15,20,45,328,108,96,236,403,117,174,285,210,401,231,120,141,6974
"G1301350","2020-2024","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US13135",,,"13135","Gwinnett County, Georgia",979864,979864,326395,278338,4656,129768,896,112653,127158,88495,38663,632663,17466,270,158,489,887,1428,1567,3188,8237,2899,5088,9466,4954,6038,14685,125756,18755,33060,73535,57944,158987,65568,12382,9856,87890,"Gwinnett County, Georgia",-555555555,-555555555,2851,2924,1067,1333,493,4681,6083,5186,2965,51,1451,150,112,295,240,335,587,792,1193,584,684,985,628,865,1287,3650,1350,1586,2870,2116,3487,2193,1169,998,1617
